item,itemLabel,startDate,endDate,sourceDate,psid
Q3368105,Ivar Hansen,1998-03-26,2003-03-11,,Q3368105-7d44963d-4b25-01eb-3caf-f978e8ce3d6b
Q1424299,Svend Auken,2003-03-11,2003-03-18,2022-05-03,Q1424299-3EADD462-9A48-4D6E-BC76-B652DE5E6400
Q4358003,Christian Mejdahl,2003-03-18,2007-11-13,,Q4358003-44eecd90-4ad5-d4b4-b3d5-cdaaa1061902
Q1371946,Thor Pedersen,2007-11-28,2011-10-04,,Q1371946-5e374c74-455a-2b1e-ae68-9a29bbb41144
Q1937560,Mogens Lykketoft,2011-09-29,2015-07-03,,Q1937560-768AA854-8DA4-40C7-9CC0-D00F4CE5ECC0
Q272924,Pia Kjærsgaard,2015-07-03,2019-06-21,,Q272924-087AB473-1190-4082-8791-224EAA013EE0
Q1358896,Henrik Dam Kristensen,2019-06-21,,,Q1358896-705F7FBC-C2E4-431D-9E7F-8369229AD867
