id,name,relationship,relative,relativename
Q100596915,Lars Weiss,father,Q6234817,Ove Weiss
Q100596915,Lars Weiss,mother,Q3435893,Birte Weiss
Q102139,Margrethe II of Denmark,child,Q1004037,"Frederik, Crown Prince of Denmark"
Q102139,Margrethe II of Denmark,child,Q159101,Prince Joachim of Denmark
Q102139,Margrethe II of Denmark,father,Q151312,Frederick IX of Denmark
Q102139,Margrethe II of Denmark,mother,Q163010,Queen Ingrid of Denmark
Q102139,Margrethe II of Denmark,relative,Q12976,Baudouin I of Belgium
Q102139,Margrethe II of Denmark,relative,Q151773,Constantine II of Greece
Q102139,Margrethe II of Denmark,relative,Q154952,Willem-Alexander of the Netherlands
Q102139,Margrethe II of Denmark,relative,Q165241,"Haakon, Crown Prince of Norway"
Q102139,Margrethe II of Denmark,relative,Q1797989,Princess Alexandra of Sayn-Wittgenstein-Berleburg
Q102139,Margrethe II of Denmark,relative,Q20200020,Marcus Knuth
Q102139,Margrethe II of Denmark,relative,Q214704,"Prince Carl Philip, Duke of Värmland"
Q102139,Margrethe II of Denmark,relative,Q292274,Princess Theodora of Greece and Denmark
Q102139,Margrethe II of Denmark,relative,Q38053811,Gregers Heering
Q102139,Margrethe II of Denmark,relative,Q3911,Albert II of Belgium
Q102139,Margrethe II of Denmark,relative,Q443361,Ellen Hillingsø
Q102139,Margrethe II of Denmark,relative,Q45068,Carl XVI Gustaf of Sweden
Q102139,Margrethe II of Denmark,relative,Q50379775,Christoffer Knuth
Q102139,Margrethe II of Denmark,relative,Q57287,Harald V of Norway
Q102139,Margrethe II of Denmark,sibling,Q564889,Queen Anne-Marie of Greece
Q102139,Margrethe II of Denmark,sibling,Q817052,Princess Benedikte of Denmark
Q102139,Margrethe II of Denmark,spouse,Q1389258,"Henrik, Prince Consort of Denmark"
Q1079744,Christian Friis Bach,spouse,Q47500082,Karin Friis Bach
Q10853676,Marie Krarup,father,Q7666571,Søren Krarup
Q10853676,Marie Krarup,sibling,Q12321586,Katrine Winkel Holm
Q11257352,Hans-Pavia Rosing,father,Q45373933,Nikolaj Rosing
Q11257352,Hans-Pavia Rosing,sibling,Q23906043,Christian Rosing
Q11257352,Hans-Pavia Rosing,sibling,Q52709911,Peter Frederik Rosing
Q11989208,Mette Bock,father,Q6090650,Ole Samuelsen
Q11989208,Mette Bock,sibling,Q491263,Anders Samuelsen
Q12009842,Villum Christensen,sibling,Q12343368,Troels Christensen
Q12301892,Annette Lind,father,Q100715907,Alex Lind
Q12303586,Birthe Skaarup,child,Q12331726,Peter Skaarup
Q12305464,Carsten Bo Jensen,father,Q1703533,Erling Jensen
Q12305692,Charlotte Dyremose,father,Q12316220,Henning Dyremose
Q12306218,Christian Wedell-Neergaard,father,Q12319494,Jens Wedell-Neergaard
Q12309819,Ellen Trane Nørby,father,Q61962245,Jørgen Nørby
Q12311129,Fatma Øktem,spouse,Q16063349,Bünyamin Simsek
Q12311589,Flemming Møller,father,Q12319397,Jens Møller
Q12312157,Frank Dahlgaard,father,Q5615421,Lauge Dahlgaard
Q12315583,Hans Vestager,child,Q270820,Margrethe Vestager
Q12315583,Hans Vestager,spouse,Q62926188,Bodil Tybjerg
Q12316082,Helle Sjelle,spouse,Q917179,Lars Barfoed
Q12316339,Henrik Dahl,spouse,Q531054,Christine Antorini
Q12318355,Inger Marie Bruun-Vierø,spouse,Q12320890,Jørgen Søndergaard
Q12318947,Jakob Ellemann-Jensen,father,Q698080,Uffe Ellemann-Jensen
Q12318947,Jakob Ellemann-Jensen,mother,Q12301035,Alice Vestergaard
Q12318947,Jakob Ellemann-Jensen,sibling,Q3042869,Karen Ellemann
Q12319302,Jens Henrik Thulesen Dahl,sibling,Q4992021,Kristian Thulesen Dahl
Q12321352,Karina Adsbøl,father,Q63762586,Hans Erik Adsbøl
Q12322095,Klaus Hækkerup,child,Q12330081,Ole Hækkerup
Q12322095,Klaus Hækkerup,child,Q645613,Nick Hækkerup
Q12322095,Klaus Hækkerup,father,Q707374,Per Hækkerup
Q12322095,Klaus Hækkerup,mother,Q4955287,Grete Hækkerup
Q12322095,Klaus Hækkerup,sibling,Q1390745,Hans Hækkerup
Q12322894,Kristen Touborg,child,Q12326850,Mette Touborg
Q12322894,Kristen Touborg,child,Q60830783,Karen Touborg Hansen
Q12322894,Kristen Touborg,spouse,Q12301764,Anna Marie Touborg
Q12323860,Lars Kramer Mikkelsen,sibling,Q1687259,Jens Kramer Mikkelsen
Q12324638,Lise Hækkerup,spouse,Q1390745,Hans Hækkerup
Q12324866,Lone Møller,child,Q64441610,Henrik Møller
Q12324973,Louise Schack Elholm,spouse,Q7827256,Torsten Schack Pedersen
Q12327679,Morten Helveg Petersen,father,Q425708,Niels Helveg Petersen
Q12327679,Morten Helveg Petersen,mother,Q18040591,Hanne Elisabeth Aarup
Q12327679,Morten Helveg Petersen,sibling,Q12332907,Rasmus Helveg Petersen
