item,itemLabel,startDate,endDate,sourceDate,psid
Q1687259,Jens Kramer Mikkelsen,1989-02-15,2004-10-24,,Q1687259-0cfae90d-41ee-12fa-d2f0-2e0810f31cf4
Q15580095,Hellen Hedemann,2004-10-25,2004-10-26,,Q15580095-d1bd8b9a-452c-ff82-d691-13db0ba1aafb
Q1806195,Lars Engberg,2004-10-27,2005-12-31,,Q1806195-e4b79f50-48a4-a3dd-a69d-b0f5c1628f7a
Q257881,Ritt Bjerregaard,2006-01-01,2009-12-31,,Q257881-208D13DE-6794-40A2-A26D-725BA5EA4235
Q113921,Frank Jensen,2010-01-01,2020-10-19,,Q113921-1433208e-4482-41d7-468b-6f794287dffe
Q100596915,Lars Weiss,2020-10-19,2021-11-17,,Q100596915-15c96e14-4971-9720-351d-30e0a4a66452
Q12336450,Sophie Hæstorp Andersen,2021-11-17,,,Q12336450-73e35e78-4afe-bf03-4415-47cd76682629
